agent,dataset,split,backend,samples,accuracy,right,error,total_cost_usd,avg_cost_usd,total_tokens,avg_tokens,avg_latency_s,total_time_s,calls_total,tier1_pct,tier2_pct,tier3_pct
Tiered-Forest,webqsp,test,wikidata,80,0.625,50,30,0.00042400000000000006,5.300000000000001e-06,2120,26.5,0.3229522982358932,44.76166749000549,80,1.25,41.25,57.49999999999999
