agent,dataset,split,backend,samples,accuracy,right,error,total_cost_usd,avg_cost_usd,total_tokens,avg_tokens,avg_latency_s,total_time_s,calls_total,avg_depth,llm_calls,avg_llm_calls
ToG,webqsp,test,wikidata,2,1.0,2,0,0.0,0.0,0,0.0,0.0,0.010239362716674805,0,0.0,2,1.0
